DateTime,Open,High,Low,Close,Adj Close,Volume,,,
02/05/2022 09:53,872.4199829,874.539917,870.0599976,873.2999878,873.2999878,100636,,,
02/05/2022 09:54,873.4390259,877,871.2600098,876.3599854,876.3599854,112563,,,
02/05/2022 09:55,876.039978,881.8400269,874.2299805,878.994812,878.994812,173914,,,
02/05/2022 09:56,878.7299805,881.4099731,878,881.0499878,881.0499878,119063,,,
02/05/2022 09:57,880.960022,883.5,879.4553223,880.875,880.875,141517,,,
02/05/2022 09:58,880.5800781,881.7999878,877.40802,879.1085815,879.1085815,101364,,,
02/05/2022 09:59,878,879.5098877,876.0001221,876.9099731,876.9099731,67733,,,
02/05/2022 10:00,876.0999756,880.9998779,873.2199707,877.6599731,877.6599731,108259,,,
02/05/2022 10:01,877.5999756,880,875.289978,877,877,75769,,,
02/05/2022 10:02,876.4299927,877.9799805,875,876.9517822,876.9517822,68569,,,
02/05/2022 10:03,876.5599976,880.8699951,872.5,875.8699951,875.8699951,109024,,,
02/05/2022 10:04,875.8699951,879,875.4400024,878,878,59687,,,
02/05/2022 10:05,877.8200073,877.8200073,871.0100098,871.0100098,871.0100098,97985,,,
02/05/2022 10:06,871,871.7000122,868.8099976,869.9000244,869.9000244,95082,,,
02/05/2022 10:07,869.625,873.9899902,869.25,871.6900024,871.6900024,91413,,,
02/05/2022 10:08,871.3417969,873.359375,869.25,870.1500244,870.1500244,69953,,,
02/05/2022 10:09,870.4550171,873.9899902,868.2000122,873.8599243,873.8599243,83362,,,
02/05/2022 10:10,872.5100098,876.352417,871,875.7299805,875.7299805,69760,,,
02/05/2022 10:11,875.7349854,876.4299927,872.5,874.0700073,874.0700073,57538,,,
02/05/2022 10:12,874.8099976,875.9000244,868.6799927,868.7299805,868.7299805,77907,,,
02/05/2022 10:13,869.1270142,870.8300171,868.3599854,869.789978,869.789978,58488,,,
02/05/2022 10:14,870.4199829,872.6699829,870.4199829,870.6099854,870.6099854,54506,,,
02/05/2022 10:15,870.9299927,871,868.5006104,870.7681885,870.7681885,66458,,,
02/05/2022 10:16,870.3200073,872,866.3200073,867.6599731,867.6599731,76504,,,
02/05/2022 10:17,868.2800293,871.4699097,866.9400024,867.7399902,867.7399902,65432,,,
02/05/2022 10:18,867.7650146,873.9899902,865.7800293,871.2199707,871.2199707,122831,,,
02/05/2022 10:19,871.4849854,876.0499878,870.9799805,874.6149902,874.6149902,99948,,,
02/05/2022 10:20,874.6099854,874.7000122,873.0700073,873.0800171,873.0800171,41163,,,
02/05/2022 10:21,873.1300049,877.6798706,873,875.5750122,875.5750122,69126,,,
02/05/2022 10:22,875.6381226,877.8599854,874.0999756,876,876,65091,,,
02/05/2022 10:23,875.593811,876.4199829,875.0300293,875.3900146,875.3900146,38571,,,
02/05/2022 10:24,875.5549927,878.4500122,873.5800171,877.5999756,877.5999756,98570,,,
02/05/2022 10:25,877.7103882,880.7999878,876.210022,880.7299805,880.7299805,97094,,,
02/05/2022 10:26,880.8800049,885.3422852,880.7449951,884.4537964,884.4537964,180482,,,
02/05/2022 10:27,884.5900269,884.6998901,881.8599854,883.7550049,883.7550049,100209,,,
02/05/2022 10:28,883.7550049,884.5,881.5100098,883.2625122,883.2625122,64043,,,
02/05/2022 10:29,883.4400024,888.4400024,883.4400024,886.5999756,886.5999756,141369,,,
02/05/2022 10:30,886.7399902,891.6500244,886.4099731,891.6500244,891.6500244,149423,,,
02/05/2022 10:31,891.9099731,894.4799805,891.4199829,891.4199829,891.4199829,136355,,,
02/05/2022 10:32,891.2000122,891.7841797,889.2000122,890.6900024,890.6900024,87794,,,
02/05/2022 10:33,890.9249878,892.1599731,890.0001221,892.1599731,892.1599731,79472,,,
02/05/2022 10:34,891.5684204,895,891.5684204,892.9400024,892.9400024,110254,,,
02/05/2022 10:35,893,895,890.5,890.8157959,890.8157959,113200,,,
02/05/2022 10:36,890.7600098,891.4899902,888.1599731,888.4799805,888.4799805,87013,,,
02/05/2022 10:37,888.5999146,891.5,888.2169189,889.7299805,889.7299805,75169,,,
02/05/2022 10:38,889.8900146,890.4899902,888.2700806,889.664978,889.664978,51472,,,
02/05/2022 10:39,889.5100098,891.789978,888.9699707,891.0474854,891.0474854,60342,,,
02/05/2022 10:40,891.0200195,891.8798828,889.2299805,889.5200195,889.5200195,43974,,,
02/05/2022 10:41,889.6400146,890.7999878,888.2199707,889.3059082,889.3059082,43011,,,
02/05/2022 10:42,889.0599976,893.7399902,889.0599976,892.210022,892.210022,67389,,,
02/05/2022 10:43,891.9000244,892.869873,889.0599976,889.6499023,889.6499023,52468,,,
02/05/2022 10:44,889.2600098,889.5499878,884.3300781,885.0300293,885.0300293,114383,,,
02/05/2022 10:45,885.0800171,886.3922729,884.5999756,886.1699829,886.1699829,63495,,,
02/05/2022 10:46,886.4099731,886.4099731,883.0499878,883.9849854,883.9849854,66180,,,
02/05/2022 10:47,883.9749756,884,881.378418,881.710022,881.710022,58177,,,
02/05/2022 10:48,881.539978,882,879.0001221,880.0999756,880.0999756,81701,,,
02/05/2022 10:49,880.0300293,881.1998901,879.4650269,880.4949951,880.4949951,54208,,,
02/05/2022 10:50,880.4400024,881.2000122,877.789917,878.4799805,878.4799805,63087,,,
02/05/2022 10:51,878.2000122,878.7537842,876.2600098,878.7299805,878.7299805,68293,,,
02/05/2022 10:52,878.6900024,878.8499756,875.2700195,875.5,875.5,65872,,,
02/05/2022 10:53,875.4000244,877.2999878,874.1300049,876.9099731,876.9099731,71516,,,
02/05/2022 10:54,876.5499878,878.8800049,876.3400269,877.5499878,877.5499878,76612,,,
02/05/2022 10:55,877.2700195,878.8800049,875.2600098,878.8800049,878.8800049,55834,,,
02/05/2022 10:56,878.5800171,879.6400146,878.5800171,879.107605,879.107605,8041,,,
02/05/2022 10:57,874.7999878,874.7999878,872.9099731,874.5,874.5,129950,,,
02/05/2022 10:58,874.130127,876.5999146,874.130127,875.9000244,875.9000244,36635,,,
02/05/2022 10:59,876.3250122,876.6798706,874.960022,876.210022,876.210022,53555,,,
02/05/2022 11:00,876.210022,877.2384033,875.289978,875.6439819,875.6439819,39215,,,
02/05/2022 11:01,875.6199951,876.7150269,875.6199951,876.159729,876.159729,24039,,,
02/05/2022 11:02,876.9699097,877.3300171,875.3900146,876.9849854,876.9849854,52980,,,
02/05/2022 11:03,876.6699829,876.8104248,872.6900024,872.6900024,872.6900024,50584,,,
02/05/2022 11:04,872.7399902,873.2299194,871.9500122,872.7722168,872.7722168,59256,,,
02/05/2022 11:05,872.4400024,874.8699951,872.2199707,874.0700073,874.0700073,44881,,,
02/05/2022 11:06,873.75,877.9598999,873.5,877.5,877.5,84351,,,
02/05/2022 11:07,877.8699951,877.9298706,875,875.7199707,875.7199707,32958,,,
02/05/2022 11:08,875.8300171,876.3699951,873.2700195,873.7700195,873.7700195,43968,,,
02/05/2022 11:09,873.5765991,875.6099854,873.5100098,874.9700928,874.9700928,35202,,,
02/05/2022 11:10,875.3659058,876,874.2700195,875.1699829,875.1699829,28731,,,
02/05/2022 11:11,875.0650024,875.190979,872.5599976,874.9398804,874.9398804,45744,,,
02/05/2022 11:12,874.2800293,877.8099976,874.2800293,876.5,876.5,74103,,,
02/05/2022 11:13,876.5700073,880.6699829,875.8148193,879.5,879.5,73920,,,
02/05/2022 11:14,880,881.7299805,878.0599976,881.0999756,881.0999756,50767,,,
02/05/2022 11:15,880.8599854,881.4400024,878.5200195,878.5200195,878.5200195,19473,,,
02/05/2022 11:16,876.0629883,876.5,875.0001221,875.5599976,875.5599976,77122,,,
02/05/2022 11:17,875.710022,875.710022,870.2750244,870.9450073,870.9450073,100360,,,
02/05/2022 11:18,870.9500122,873.4000244,870.7700195,872.3699951,872.3699951,50315,,,
02/05/2022 11:19,873,874.5900269,872.4400024,872.9749756,872.9749756,30292,,,
02/05/2022 11:20,872.8200073,873.3099976,871.8699951,872.8419189,872.8419189,46259,,,
02/05/2022 11:21,872.6500244,874,871.4000244,874,874,50759,,,
02/05/2022 11:22,873.8499756,874.5499878,873.1300049,874.3649902,874.3649902,37615,,,
02/05/2022 11:23,874.2805786,874.7800293,873.1101074,874.3798828,874.3798828,33105,,,
02/05/2022 11:24,874.2246704,874.6699829,872.5100098,874.6699829,874.6699829,25337,,,
02/05/2022 11:25,874.4299927,878.1699219,872.5466919,877.6199951,877.6199951,45594,,,
02/05/2022 11:26,877.6300049,878.5499878,876.1599731,877.1550293,877.1550293,46373,,,
02/05/2022 11:27,876.7399902,876.7399902,872.6599731,872.6599731,872.6599731,37858,,,
02/05/2022 11:28,872.7199707,877,872.7199707,876.005127,876.005127,37224,,,
02/05/2022 11:29,875.9199829,877,874.5100098,876.5999756,876.5999756,38033,,,
02/05/2022 11:30,877,878.3599243,874.039978,874.9732056,874.9732056,48716,,,
02/05/2022 11:31,875.0349731,875.5800171,873.5300293,874.210022,874.210022,25062,,,
02/05/2022 11:32,874.3117065,876.6287842,873.1799927,876.4500122,876.4500122,37493,,,
02/05/2022 11:33,876.210022,878.5499878,875.8599854,877.4724731,877.4724731,49842,,,
02/05/2022 11:34,877.5499878,879.789917,876.5499878,877.7109985,877.7109985,46940,,,
02/05/2022 11:35,877.9699707,878.5300293,876.0900879,876.4899902,876.4899902,26845,,,
02/05/2022 11:36,876.6400146,879.8900146,876.2199707,879.1400146,879.1400146,38617,,,
02/05/2022 11:37,879.0050049,879.3900146,877.6132202,878.789978,878.789978,34293,,,
02/05/2022 11:38,878.7775879,878.9000244,874.2069702,874.2069702,874.2069702,42622,,,
02/05/2022 11:39,874.039978,874.6500244,872.7999878,873.2514038,873.2514038,61721,,,
02/05/2022 11:40,872.6599731,874,872.6350098,873.6199951,873.6199951,26556,,,
02/05/2022 11:41,874.3300171,874.9998779,872.6799927,873.4899902,873.4899902,35522,,,
02/05/2022 11:42,873.2365112,873.6099854,869.5,871,871,108519,,,
02/05/2022 11:43,870.9799805,875.4498901,870.7700195,875.039978,875.039978,44280,,,
02/05/2022 11:44,875.0792847,875.6699829,872.458313,872.4799805,872.4799805,33343,,,
02/05/2022 11:45,872.5,872.8649902,871.2800293,871.460022,871.460022,22507,,,
02/05/2022 11:46,871.2800293,873.4000244,871.0515747,872.6599731,872.6599731,31269,,,
02/05/2022 11:47,872.7999878,875.0900269,871.5300293,871.9105835,871.9105835,29752,,,
02/05/2022 11:48,871.6199951,873.4998779,871.0999756,873.4099731,873.4099731,24187,,,
02/05/2022 11:49,873.5,873.6500244,871.8300171,872,872,21460,,,
02/05/2022 11:50,871.9699707,875,871.5,873.9099731,873.9099731,49952,,,
02/05/2022 11:51,873.960022,874.6049805,872.9299927,873.0599976,873.0599976,25063,,,
02/05/2022 11:52,873.1942749,877.5288696,872.9799805,876.8400269,876.8400269,54969,,,
02/05/2022 11:53,876.9799805,877.539978,874.5,875.6699829,875.6699829,30861,,,
02/05/2022 11:54,875.1900024,877.3499756,874.6699829,876.960022,876.960022,25277,,,
02/05/2022 11:55,876.9299927,878.3045044,875.3826904,877.289978,877.289978,52509,,,
02/05/2022 11:56,877.2667236,878.210022,874.7800293,877.1176758,877.1176758,30660,,,
02/05/2022 11:57,877.3800049,878.9099731,877.0599976,877.2600098,877.2600098,39259,,,
02/05/2022 11:58,877.2908936,878.0700073,876.1699829,877.5949707,877.5949707,17302,,,
02/05/2022 11:59,877.0700073,878.4400024,876.3673096,877.5300293,877.5300293,20149,,,
02/05/2022 12:00,877.6566772,881,875.8200073,879.8099976,879.8099976,100416,,,
02/05/2022 12:01,879.7799072,880.0700073,876.3599854,876.710022,876.710022,44431,,,
02/05/2022 12:02,876.6315918,877.6400146,875.9050293,876.25,876.25,36021,,,
02/05/2022 12:03,876.2150269,876.2150269,872.1400146,872.3099976,872.3099976,63122,,,
02/05/2022 12:04,872,874.3800049,871,873.4400024,873.4400024,65546,,,
02/05/2022 12:05,873.1900024,874.9000244,872,872.4400024,872.4400024,47653,,,
02/05/2022 12:06,872.1300049,873.3200073,871.7700195,872.2926025,872.2926025,32803,,,
02/05/2022 12:07,872.4400024,873,871.3099976,872.710022,872.710022,23037,,,
02/05/2022 12:08,872.0750122,876,872.0750122,874.0200195,874.0200195,35938,,,
02/05/2022 12:09,873.5999756,873.6900024,872.210022,873.4450073,873.4450073,27376,,,
02/05/2022 12:10,873.2130127,874,872.5100098,873.5499878,873.5499878,26650,,,
02/05/2022 12:11,873.3220825,873.4799805,871.75,872.0150146,872.0150146,27336,,,
02/05/2022 12:12,871.75,873.7999268,871.25,872.6199951,872.6199951,41469,,,
02/05/2022 12:13,872.2299805,872.8800049,871.4550171,872.8800049,872.8800049,17651,,,
02/05/2022 12:14,872.0200195,875.2000122,871.9199829,874.9168091,874.9168091,35903,,,
02/05/2022 12:15,874.2700195,874.4400024,872.710022,873.4899902,873.4899902,24130,,,
02/05/2022 12:16,873.3369751,874.3900146,872.5499878,873.3225708,873.3225708,17940,,,
02/05/2022 12:17,872.5599976,874,872.5599976,873.6450195,873.6450195,12694,,,
02/05/2022 12:18,874.2299805,876.539917,873.289978,876.3015137,876.3015137,33577,,,
02/05/2022 12:19,876.5300293,877.6799927,875.5949707,877.0701294,877.0701294,43866,,,
02/05/2022 12:20,876.9257202,878.4199829,876.6099854,877.7999268,877.7999268,44263,,,
02/05/2022 12:21,877.7999878,879.319397,876.8499756,876.9899902,876.9899902,50206,,,
02/05/2022 12:22,877.1749878,877.9000244,876.4135132,877.1749878,877.1749878,25700,,,
02/05/2022 12:23,877.1849976,877.6043091,876.6340942,877.289978,877.289978,17832,,,
02/05/2022 12:24,876.8699951,876.8900146,874.4000854,875.4299927,875.4299927,39316,,,
02/05/2022 12:25,875.0100098,876.2329712,875.0100098,875.5200195,875.5200195,26970,,,
02/05/2022 12:26,875.7550049,876.7698975,875.5100098,875.7050171,875.7050171,16729,,,
02/05/2022 12:27,875.7050171,876.2828979,873.539978,875.5098267,875.5098267,24139,,,
02/05/2022 12:28,875.2600098,875.8800049,874.3099976,875.1599731,875.1599731,12073,,,
02/05/2022 12:29,875.1873779,875.75,874.5,875.5999756,875.5999756,12137,,,
02/05/2022 12:30,875.7130127,876.5700073,874.960022,875.3499756,875.3499756,30179,,,
02/05/2022 12:31,875.4899902,875.5,873.2999878,873.5125732,873.5125732,31023,,,
02/05/2022 12:32,873.539978,876.5700073,873.3599854,875.5200195,875.5200195,31230,,,
02/05/2022 12:33,875.5700073,877.4299927,875.3499756,876.5999756,876.5999756,20294,,,
02/05/2022 12:34,876.5999756,877.4899902,876.1610107,877.164917,877.164917,22148,,,
02/05/2022 12:35,877.4199829,879,874.0999756,875.8798828,875.8798828,60592,,,
02/05/2022 12:36,875.3599854,877,874.0678711,876.8200073,876.8200073,21079,,,
02/05/2022 12:37,876.2045898,876.2045898,874.5800171,875.3186035,875.3186035,22481,,,
02/05/2022 12:38,875.7399902,876.0800171,874.5,875.9450073,875.9450073,17188,,,
02/05/2022 12:39,875.7700195,875.8099976,873.1588135,873.1799927,873.1799927,37247,,,
02/05/2022 12:40,873.1500244,875.579895,873.1500244,875,875,24040,,,
02/05/2022 12:41,874.9050293,874.9050293,872.3300171,872.5999756,872.5999756,44157,,,
02/05/2022 12:42,872.289978,873.8499756,872.289978,873.0150146,873.0150146,24977,,,
02/05/2022 12:43,872.75,873.6651001,872.2821045,873.6651001,873.6651001,21748,,,
02/05/2022 12:44,873.6135254,874.6900024,873.1099854,874.1411743,874.1411743,13977,,,
02/05/2022 12:45,874.0800171,874.4799805,872.0999756,872.0999756,872.0999756,19525,,,
02/05/2022 12:46,872.1300049,874.789978,872.1300049,873.9699707,873.9699707,24465,,,
02/05/2022 12:47,873.5200195,874.2999878,873.0200195,873.4899902,873.4899902,9901,,,
02/05/2022 12:48,873.9099731,874.0900269,873,873.9699707,873.9699707,9948,,,
02/05/2022 12:49,873.960022,874.3699951,872.3400879,873.1599731,873.1599731,22421,,,
02/05/2022 12:50,872.5599976,873.1799927,872.289978,873.1199951,873.1199951,14812,,,
02/05/2022 12:51,873.2700195,873.4199829,872.2503052,873.0800171,873.0800171,16998,,,
02/05/2022 12:52,873.0300903,873.2427979,872.1199951,872.6771851,872.6771851,21057,,,
02/05/2022 12:53,873,873.1099854,871.8099976,872.1699829,872.1699829,32429,,,
02/05/2022 12:54,872.1900024,872.3798828,869.5100098,870,870,101997,,,
02/05/2022 12:55,870.0599976,870.0599976,867.2399902,869.4000244,869.4000244,66772,,,
02/05/2022 12:56,869.5,870.1799927,866.729187,867.1099854,867.1099854,43433,,,
02/05/2022 12:57,867.4099731,867.6900024,866,866,866,32719,,,
02/05/2022 12:58,866.2399902,866.4160156,865.25,866.1099854,866.1099854,39174,,,
02/05/2022 12:59,866.0700073,866.2000122,864.5391846,865.5858765,865.5858765,46010,,,
02/05/2022 13:00,865.8400269,866.4899292,865.2199707,865.9699097,865.9699097,21500,,,
02/05/2022 13:01,865.5905762,866.8099976,864.4400024,866.1599731,866.1599731,47080,,,
02/05/2022 13:02,866.4699707,866.6220703,863.6900024,863.8499756,863.8499756,37555,,,
02/05/2022 13:03,863.8699951,864.1500244,861.5599976,861.75,861.75,62919,,,
02/05/2022 13:04,861.7098999,862.7047729,860.2150269,862.2700195,862.2700195,56535,,,
02/05/2022 13:05,862.366394,863.5800171,861.710022,862.3499756,862.3499756,33730,,,
02/05/2022 13:06,862.539978,862.6500244,860.0999756,861.1400146,861.1400146,42559,,,
02/05/2022 13:07,861.085022,863.7299805,860.8599854,862.8936157,862.8936157,33327,,,
02/05/2022 13:08,862.6699829,866.0140991,862.1799927,864.710022,864.710022,64325,,,
02/05/2022 13:09,864.289978,865.1599731,862.2000122,863.875,863.875,45114,,,
02/05/2022 13:10,863.4400024,865.9998779,862.718811,865.7286987,865.7286987,29785,,,
02/05/2022 13:11,865.3800049,865.765625,863,863.6300049,863.6300049,34707,,,
02/05/2022 13:12,863.3900146,864,863.0900269,863.210022,863.210022,24039,,,
02/05/2022 13:13,863.2849731,864.4699707,863.0900269,863.7504883,863.7504883,21150,,,
02/05/2022 13:14,864.1199951,865.8049927,863.2000122,865.3049927,865.3049927,26109,,,
02/05/2022 13:15,865,865,863.6099854,864.1425171,864.1425171,17730,,,
02/05/2022 13:16,864.2026978,864.4699707,863,863.0549927,863.0549927,17586,,,
02/05/2022 13:17,863.1400146,863.1400146,861.8099976,862.0396729,862.0396729,24973,,,
02/05/2022 13:18,862.3499756,863.5,861.75,861.8599854,861.8599854,26627,,,
02/05/2022 13:19,862.5025024,863.7984009,862.4299927,863.3637695,863.3637695,17733,,,
02/05/2022 13:20,863.3212891,863.3212891,861.3699951,861.710083,861.710083,24667,,,
02/05/2022 13:21,861.9699707,862.1099854,860.3599854,860.5549927,860.5549927,33661,,,
02/05/2022 13:22,860.7600098,861.593811,860.0548096,860.5883179,860.5883179,43938,,,
02/05/2022 13:23,861.3400269,862.2698975,860.710022,861.9539795,861.9539795,21947,,,
02/05/2022 13:24,861.6473999,861.9500122,860.710022,860.710022,860.710022,16314,,,
02/05/2022 13:25,861.2199707,864.4500122,860.8400269,863.1300049,863.1300049,36003,,,
02/05/2022 13:26,863.2957764,863.8699951,862.5100098,863.3800049,863.3800049,21178,,,
02/05/2022 13:27,863.6099854,863.6099854,861.3361816,862.0029907,862.0029907,19223,,,
02/05/2022 13:28,862,863,860.75,861.5,861.5,20174,,,
02/05/2022 13:29,861.2700195,862.5499878,860.5650024,862.5499878,862.5499878,31877,,,
02/05/2022 13:30,862.3226929,864.5999756,861.0042725,864.0900269,864.0900269,34207,,,
02/05/2022 13:31,864.5999756,866.5300293,863.3699951,863.5,863.5,40319,,,
02/05/2022 13:32,863.8400269,863.8400269,862.710022,863.1135254,863.1135254,19230,,,
02/05/2022 13:33,862.3800049,862.9835815,862,862.6298828,862.6298828,16058,,,
02/05/2022 13:34,862.0999756,862.75,861.539978,862.539978,862.539978,14308,,,
02/05/2022 13:35,862.4199829,863.2999878,861.5800171,862.4199829,862.4199829,19174,,,
02/05/2022 13:36,862.5499878,863.6099854,861.7249756,862.0999756,862.0999756,17461,,,
02/05/2022 13:37,862.5499878,863.1699829,861.4000244,861.8599854,861.8599854,16169,,,
02/05/2022 13:38,861.539978,861.5800171,859.0419922,860.2800293,860.2800293,93819,,,
02/05/2022 13:39,860.4699707,860.8099976,859.3200073,860.6900024,860.6900024,50526,,,
02/05/2022 13:40,860.5800171,862.25,860.2227173,861.4287109,861.4287109,25618,,,
02/05/2022 13:41,861.6300049,861.6699829,860.8499756,860.8499756,860.8499756,11686,,,
02/05/2022 13:42,860.8099976,860.8099976,859.3400269,860.039978,860.039978,50506,,,
02/05/2022 13:43,859.9000244,861.5,859.9000244,861.4899902,861.4899902,16233,,,
02/05/2022 13:44,861.4799805,861.755188,859.5599976,859.9000854,859.9000854,39420,,,
02/05/2022 13:45,859.9000244,860.7199097,859.8400269,860.2283936,860.2283936,29848,,,
02/05/2022 13:46,860.1699829,860.539978,859.5100098,860.5,860.5,34006,,,
02/05/2022 13:47,860.2810059,861,859.9299927,860.4699707,860.4699707,30198,,,
02/05/2022 13:48,860.2550049,860.7999878,858.5100098,860.34021,860.34021,44875,,,
02/05/2022 13:49,860.1199951,861.4500122,859.0100098,860.0100098,860.0100098,37624,,,
02/05/2022 13:50,860.1400146,861.079895,859.4099731,861.0339966,861.0339966,26893,,,
02/05/2022 13:51,860.7999878,860.9899902,859.3900146,860.3956909,860.3956909,26267,,,
02/05/2022 13:52,860.3900146,861.0700073,860.1300049,860.378479,860.378479,17164,,,
02/05/2022 13:53,860.4500122,860.789978,859.5900269,859.9099731,859.9099731,22086,,,
02/05/2022 13:54,860.0800171,860.6400146,859.9277954,860.0999756,860.0999756,14800,,,
02/05/2022 13:55,860.5300293,864.4699707,860.3900146,864.0700073,864.0700073,71563,,,
02/05/2022 13:56,863.8200073,864.1300049,862.793396,863.6099854,863.6099854,34380,,,
02/05/2022 13:57,863.710022,864.8895264,863.3956299,864.2800293,864.2800293,30307,,,
02/05/2022 13:58,864.1552734,866.0200195,863.8900146,864.5625,864.5625,45626,,,
02/05/2022 13:59,864.7449951,867.9000244,864.7449951,867.5,867.5,73104,,,
02/05/2022 14:00,867.2550049,867.2550049,864.460022,865.210022,865.210022,42998,,,
02/05/2022 14:01,865.2092285,865.6599731,864.9099731,865,865,22574,,,
02/05/2022 14:02,865,869.2199707,865,869.0800171,869.0800171,65961,,,
02/05/2022 14:03,868.960022,869.9899902,868.0499878,868.3800049,868.3800049,49294,,,
02/05/2022 14:04,868.3800049,870.539978,867.0100708,870.2999878,870.2999878,42101,,,
02/05/2022 14:05,870.539978,871.449707,868.25,868.6221924,868.6221924,46788,,,
02/05/2022 14:06,868.5499878,869.5490112,867.2000122,868.9949951,868.9949951,34339,,,
02/05/2022 14:07,869.4926758,869.8099976,867.2999878,867.4639282,867.4639282,26004,,,
02/05/2022 14:08,867.3914185,867.3914185,866.0499878,866.9110718,866.9110718,24164,,,
02/05/2022 14:09,866.7750244,866.7750244,865,865.3200073,865.3200073,35813,,,
02/05/2022 14:10,865.5,866.3800049,865.2600098,865.5341187,865.5341187,18554,,,
02/05/2022 14:11,865.1199951,865.3137207,864.5100098,865,865,19739,,,
02/05/2022 14:12,864.9299927,864.9299927,862.4400024,863.0100098,863.0100098,41251,,,
02/05/2022 14:13,862.7299805,863.0999756,861.4000244,861.7299805,861.7299805,26060,,,
02/05/2022 14:14,862.1500244,862.7800293,861.4332886,861.5300293,861.5300293,24565,,,
02/05/2022 14:15,861.6699829,862.6550293,861.1599731,861.5,861.5,19580,,,
02/05/2022 14:16,861.5599976,862.7700195,861.2600098,861.7600708,861.7600708,26060,,,
02/05/2022 14:17,861.8200073,862.3898926,861.1400146,861.9312134,861.9312134,25204,,,
02/05/2022 14:18,861.789978,862.0599976,860.6900024,861.3099976,861.3099976,21692,,,
02/05/2022 14:19,860.9899902,861.0300293,860.25,860.6599731,860.6599731,23573,,,
02/05/2022 14:20,860.7999878,861.0200195,859.7521973,860.164978,860.164978,30036,,,
02/05/2022 14:21,860,866,859.5999756,865.6099854,865.6099854,83892,,,
02/05/2022 14:22,866.1699829,875,864.8099976,867.789978,867.789978,315749,,,
02/05/2022 14:23,867.9500122,869.3272095,866.75,867.6099854,867.6099854,67121,,,
02/05/2022 14:24,867.335022,867.5,864.0100098,865.7199707,865.7199707,57306,,,
02/05/2022 14:25,865.7252808,866.2399902,863.4799805,864.6378784,864.6378784,35756,,,
02/05/2022 14:26,864.7703247,865.5,863.6400146,863.8099976,863.8099976,31307,,,
02/05/2022 14:27,864.2800293,867,864.0700073,866.2999268,866.2999268,33346,,,
02/05/2022 14:28,866.4000244,866.7299805,864.0701294,865.0200195,865.0200195,30145,,,
02/05/2022 14:29,865.210022,866.5598755,864.9400024,865.8712769,865.8712769,24985,,,
02/05/2022 14:30,865.6400146,865.9550171,861.8201294,864.9899902,864.9899902,49234,,,
02/05/2022 14:31,865.0101929,867.1599731,864.710022,866.7329102,866.7329102,40224,,,
02/05/2022 14:32,866.9050293,868.5,866.7067261,867.5914917,867.5914917,33893,,,
02/05/2022 14:33,867.5986938,869.8499756,867.1500244,868.5700073,868.5700073,45525,,,
02/05/2022 14:34,867.7800293,870,867.1099854,868.4199829,868.4199829,49670,,,
02/05/2022 14:35,868.0100098,868.4400024,866,866.1776733,866.1776733,26795,,,
02/05/2022 14:36,865.8300171,866.289978,864.5050049,864.5050049,864.5050049,21317,,,
02/05/2022 14:37,864.5700073,866.5,864.4099731,864.7700195,864.7700195,17651,,,
02/05/2022 14:38,864.8449707,867.9199829,864.8449707,867.25,867.25,24254,,,
02/05/2022 14:39,867.1099854,867.9299927,865.1900024,865.1900024,865.1900024,19311,,,
